question,Réponse,Categorie
que trouve t on sur le recto de la cb bancaire,"Le recto de la carte comporte la date de validité, le logo du réseau, le logo de la banque, la puce, le type de carte, le numéro PAN, le BIN, ainsi que le nom et prénom du porteur.",Générale
que trouve t on sur le recto de la carte bancaire bancaire,"Le recto de la carte comporte la date de validité, le logo du réseau, le logo de la banque, la puce, le type de carte, le numéro PAN, le BIN, ainsi que le nom et prénom du porteur.",Générale
que trouve t on sur le recto de la carte de paiement bancaire,"Le recto de la carte comporte la date de validité, le logo du réseau, le logo de la banque, la puce, le type de carte, le numéro PAN, le BIN, ainsi que le nom et prénom du porteur.",Générale
que trouveton sur le verso de la carte bancaire ,"Le verso contient la piste magnétique, le pavé dʼinformations sécuritaires, le logo de la BEA, lʼadresse de contact, le panneau de signature, lʼhologramme et le code CVV.",Générale
que trouve t on sur le verso de la cb bancaire,"Le verso contient la piste magnétique, le pavé dʼinformations sécuritaires, le logo de la BEA, lʼadresse de contact, le panneau de signature, lʼhologramme et le code CVV.",Générale
que trouve t on sur le verso de la carte bancaire bancaire,"Le verso contient la piste magnétique, le pavé dʼinformations sécuritaires, le logo de la BEA, lʼadresse de contact, le panneau de signature, lʼhologramme et le code CVV.",Générale
que trouve t on sur le verso de la carte de paiement bancaire,"Le verso contient la piste magnétique, le pavé dʼinformations sécuritaires, le logo de la BEA, lʼadresse de contact, le panneau de signature, lʼhologramme et le code CVV.",Générale
que signifie le bin sur une carte mastercard ,Le BIN (Bank Identification Number) est un identifiant unique qui permet de reconnaître l'institution financière émettrice de la carte.,Générale
que signifie le bin sur une cb mastercard,Le BIN (Bank Identification Number) est un identifiant unique qui permet de reconnaître l'institution financière émettrice de la carte.,Générale
que signifie le bin sur une carte bancaire mastercard,Le BIN (Bank Identification Number) est un identifiant unique qui permet de reconnaître l'institution financière émettrice de la carte.,Générale
que signifie le bin sur une carte de paiement mastercard,Le BIN (Bank Identification Number) est un identifiant unique qui permet de reconnaître l'institution financière émettrice de la carte.,Générale
quels sont les champs obligatoires pour se connecter à lapplication mastercard ,"Il faut renseigner le code agence, le nom utilisateur (matricule) et le mot de passe.",Sécurité
décrivezmoi les champs obligatoires pour se connecter à lapplication mastercard,"Il faut renseigner le code agence, le nom utilisateur (matricule) et le mot de passe.",Sécurité
comment se déroule les champs obligatoires pour se connecter à lapplication mastercard ,"Il faut renseigner le code agence, le nom utilisateur (matricule) et le mot de passe.",Sécurité
pouvezvous décrire les champs obligatoires pour se connecter à lapplication mastercard ,"Il faut renseigner le code agence, le nom utilisateur (matricule) et le mot de passe.",Sécurité
que faire pour créer un accès pour un chargé de clientèle ,"L'agence doit envoyer une demande à la DMP en indiquant le nom, le matricule, l'IP du poste, et informer la Direction Télécommunication pour ouvrir les ports.",Sécurité
pourriezvous expliquer que faire pour créer un accès pour un chargé de clientèle ,"L'agence doit envoyer une demande à la DMP en indiquant le nom, le matricule, l'IP du poste, et informer la Direction Télécommunication pour ouvrir les ports.",Sécurité
je souhaiterais comprendre que faire pour créer un accès pour un chargé de clientèle ,"L'agence doit envoyer une demande à la DMP en indiquant le nom, le matricule, l'IP du poste, et informer la Direction Télécommunication pour ouvrir les ports.",Sécurité
à propos de que faire pour créer un accès pour un chargé de clientèle  pourriezvous détailler ,"L'agence doit envoyer une demande à la DMP en indiquant le nom, le matricule, l'IP du poste, et informer la Direction Télécommunication pour ouvrir les ports.",Sécurité
à qui doiton envoyer la demande de création daccès pour un chargé de clientèle ,À la DMP (Direction des Moyens de Paiement) et à la Direction de Télécommunication si c'est un nouveau poste.,Sécurité
pourriezvous expliquer à qui doiton envoyer la demande de création daccès pour un chargé de clientèle ,À la DMP (Direction des Moyens de Paiement) et à la Direction de Télécommunication si c'est un nouveau poste.,Sécurité
je souhaiterais comprendre à qui doiton envoyer la demande de création daccès pour un chargé de clientèle ,À la DMP (Direction des Moyens de Paiement) et à la Direction de Télécommunication si c'est un nouveau poste.,Sécurité
à propos de à qui doiton envoyer la demande de création daccès pour un chargé de clientèle  pourriezvous détailler ,À la DMP (Direction des Moyens de Paiement) et à la Direction de Télécommunication si c'est un nouveau poste.,Sécurité
laccès à lapplication mastercard estil accessible en dehors du réseau de la banque ,"Non, il faut obligatoirement être connecté au réseau local de la banque.",Sécurité
pourriezvous expliquer laccès à lapplication mastercard estil accessible en dehors du réseau de la banque ,"Non, il faut obligatoirement être connecté au réseau local de la banque.",Sécurité
je souhaiterais comprendre laccès à lapplication mastercard estil accessible en dehors du réseau de la banque ,"Non, il faut obligatoirement être connecté au réseau local de la banque.",Sécurité
à propos de laccès à lapplication mastercard estil accessible en dehors du réseau de la banque  pourriezvous détailler ,"Non, il faut obligatoirement être connecté au réseau local de la banque.",Sécurité
que se passetil si je remplis une information incorrecte lors de lauthentification ,Un message d'erreur s'affiche si une information est incorrecte.,Sécurité
pourriezvous expliquer que se passetil si je remplis une information incorrecte lors de lauthentification ,Un message d'erreur s'affiche si une information est incorrecte.,Sécurité
je souhaiterais comprendre que se passetil si je remplis une information incorrecte lors de lauthentification ,Un message d'erreur s'affiche si une information est incorrecte.,Sécurité
à propos de que se passetil si je remplis une information incorrecte lors de lauthentification  pourriezvous détailler ,Un message d'erreur s'affiche si une information est incorrecte.,Sécurité
quels champs doisje remplir pour me connecter à lapplication mastercard ,"Vous devez remplir le code agence, votre matricule et votre mot de passe.",Sécurité
pourriezvous expliquer quels champs doisje remplir pour me connecter à lapplication mastercard ,"Vous devez remplir le code agence, votre matricule et votre mot de passe.",Sécurité
je souhaiterais comprendre quels champs doisje remplir pour me connecter à lapplication mastercard ,"Vous devez remplir le code agence, votre matricule et votre mot de passe.",Sécurité
à propos de quels champs doisje remplir pour me connecter à lapplication mastercard  pourriezvous détailler ,"Vous devez remplir le code agence, votre matricule et votre mot de passe.",Sécurité
que faire si ma carte est volée ,Sélectionnez BLOCAGE (CARTE VOLÉE) pour la désactiver immédiatement.,Sécurité
que faire si ma cb est volée,Sélectionnez BLOCAGE (CARTE VOLÉE) pour la désactiver immédiatement.,Sécurité
que faire si ma carte bancaire est volée,Sélectionnez BLOCAGE (CARTE VOLÉE) pour la désactiver immédiatement.,Sécurité
que faire si ma carte de paiement est volée,Sélectionnez BLOCAGE (CARTE VOLÉE) pour la désactiver immédiatement.,Sécurité
comment rééditer mon code pin ,Choisissez RÉÉDITION DU CODE dans le menu de mise à jour.,Sécurité
de quelle manière rééditer mon code pin ,Choisissez RÉÉDITION DU CODE dans le menu de mise à jour.,Sécurité
quelle est la méthode pour rééditer mon code pin ,Choisissez RÉÉDITION DU CODE dans le menu de mise à jour.,Sécurité
pourriezvous expliquer comment rééditer mon code pin ,Choisissez RÉÉDITION DU CODE dans le menu de mise à jour.,Sécurité
comment me déconnecter du menu ,Utilisez la touche Esc ou sélectionnez explicitement DÉCONNEXION dans le menu.,Sécurité
de quelle manière me déconnecter du menu ,Utilisez la touche Esc ou sélectionnez explicitement DÉCONNEXION dans le menu.,Sécurité
quelle est la méthode pour me déconnecter du menu ,Utilisez la touche Esc ou sélectionnez explicitement DÉCONNEXION dans le menu.,Sécurité
pourriezvous expliquer comment me déconnecter du menu ,Utilisez la touche Esc ou sélectionnez explicitement DÉCONNEXION dans le menu.,Sécurité
comment vérifier si ma carte est éligible aux mises à jour ,Le système affiche 'Numéro de carte assis:' (à corriger en 'Numéro de carte saisi') si la carte est reconnue.,Sécurité
comment vérifier si ma cb est éligible aux mises à jour,Le système affiche 'Numéro de carte assis:' (à corriger en 'Numéro de carte saisi') si la carte est reconnue.,Sécurité
comment vérifier si ma carte bancaire est éligible aux mises à jour,Le système affiche 'Numéro de carte assis:' (à corriger en 'Numéro de carte saisi') si la carte est reconnue.,Sécurité
de quelle manière vérifier si ma carte est éligible aux mises à jour ,Le système affiche 'Numéro de carte assis:' (à corriger en 'Numéro de carte saisi') si la carte est reconnue.,Sécurité
